106
-11.814,4
0.0,29.9
0.697,29.9
0.781,29.925
0.0,29.925
-11.811,28
0.0,29.69
10.13,31.455
13.657,32.731
17.155,34.26
17.6,34.466
20.119,35.846
20.532,36.088
22.512,37.432
22.908,37.718
24.693,38.945
25.045,39.252
25.4,39.591
26.394,40.627
26.718,40.98
27.913,42.476
28.056,42.668
28.974,44.07
29.218,44.482
29.907,45.742
30.12,46.17
30.717,47.477
31.244,48.813
31.41,49.262
31.861,50.634
32.048,52.475
32.047,53.868
31.761,55.774
0.0,55.774
-9.843,27
0.0,29.055
5.873,29.474
11.39,31.094
15.468,32.761
18.87,34.339
19.629,34.551
22.07,35.96
22.142,36.206
24.057,37.568
24.439,37.856
26.516,39.397
26.859,39.737
28.46,41.125
29.754,42.806
30.641,44.199
30.877,44.608
31.545,45.857
31.751,46.282
32.33,47.575
32.843,48.896
33.003,49.341
33.443,50.697
33.574,51.143
33.616,52.516
33.607,53.892
32.985,55.774
0.0,55.774
-5.906,29
0.0,28.17
5.815,28.661
8.197,29.375
13.287,31.06
17.586,32.792
18.42,33.191
20.889,34.418
21.306,34.637
23.994,36.075
24.38,36.326
26.229,37.703
26.598,37.995
28.284,39.543
28.615,39.884
29.843,41.271
31.01,42.83
31.947,44.328
32.175,44.734
32.82,45.972
33.02,46.393
33.58,47.673
34.077,48.981
34.233,49.42
34.659,50.76
34.787,51.201
35.146,52.557
35.221,54.373
34.825,55.774
0.0,55.774
-3.937,28
0.0,27.172
10.16,29.277
14.722,30.869
15.577,31.197
19.34,32.823
20.15,33.234
22.542,34.497
22.946,34.722
25.553,36.189
25.925,36.444
27.706,37.838
28.062,38.133
29.685,39.688
30.004,40.029
31.185,41.416
32.257,42.895
32.506,43.278
33.211,44.457
34.053,46.087
34.245,46.504
34.786,47.771
35.267,49.064
35.417,49.499
35.831,50.823
36.301,52.598
36.364,54.391
35.961,55.774
0.0,55.774
-0.0,36
0.0,26.145
6.63,27.33
8.295,27.876
9.62,28.342
10.273,28.588
11.655,29.14
11.999,29.26
15.395,30.505
16.653,30.994
17.069,31.169
20.731,32.853
21.845,33.276
24.487,34.576
24.877,34.806
27.074,36.303
27.779,36.839
29.145,37.973
29.487,38.27
31.046,39.833
31.352,40.174
32.486,41.56
33.515,43.033
33.755,43.414
34.432,44.585
34.643,44.984
35.242,46.201
35.427,46.614
35.948,47.869
36.412,49.147
36.557,49.577
36.956,50.886
37.076,51.316
37.411,52.639
37.46,54.408
37.402,55.774
0.0,55.774
1.969,33
0.0,25.581
7.806,26.799
9.26,27.265
11.314,27.996
12.204,28.335
13.89,29.043
14.627,29.312
17.55,30.452
18.778,30.961
19.183,31.142
21.974,32.495
23.126,33.094
25.739,34.654
26.114,34.891
28.556,36.416
29.234,36.96
30.544,38.106
30.872,38.406
32.367,39.977
32.66,40.319
33.746,41.704
34.733,43.171
35.612,44.713
35.814,45.109
36.388,46.315
36.566,46.724
37.067,47.966
37.653,49.655
38.154,51.373
38.147,52.679
38.098,53.987
38.091,55.774
0.0,55.774
4.75,33
0.0,25.013
7.584,25.925
10.841,26.976
11.518,27.213
13.783,28.077
15.866,28.984
16.487,29.221
19.346,30.399
20.542,30.928
21.736,31.516
23.648,32.511
24.761,33.131
27.283,34.732
27.644,34.974
29.673,36.528
30.323,37.08
31.577,38.24
31.891,38.542
33.32,40.12
33.6,40.463
34.638,41.847
35.58,43.308
36.421,44.84
36.614,45.232
37.164,46.428
37.334,46.833
37.814,48.062
38.376,49.732
38.857,51.429
39.165,52.72
39.104,54.01
38.757,55.774
0.0,55.774
10.271,36
0.0,23.54
6.587,24.129
7.674,24.43
9.559,25.009
11.756,25.734
14.626,26.761
14.945,26.886
17.163,27.815
19.417,28.747
20.114,29.039
22.842,30.294
24.019,31.061
24.774,31.485
26.567,32.543
27.603,33.203
28.288,33.683
29.936,34.887
30.268,35.141
32.125,36.753
32.718,37.32
33.858,38.504
34.405,39.123
35.438,40.405
35.693,40.748
36.632,42.131
37.484,43.58
38.245,45.092
38.421,45.478
38.919,46.653
39.51,48.254
40.022,49.886
40.462,51.542
40.74,52.8
40.654,54.056
40.28,55.774
0.0,55.774
15.792,35
0.0,21.909
6.811,22.497
10.978,23.607
11.92,24.004
15.402,25.206
18.579,26.428
18.892,26.562
21.068,27.554
21.374,27.704
23.273,28.552
23.94,28.858
26.202,30.189
27.617,31.007
28.327,31.454
29.998,32.575
30.953,33.275
31.585,33.777
33.093,35.04
33.395,35.307
35.077,36.975
35.61,37.558
36.89,39.081
38.048,40.687
38.907,42.064
39.308,42.769
39.872,43.851
40.551,45.342
41.153,46.875
41.682,48.443
42.141,50.038
42.537,51.653
42.783,52.879
42.67,54.102
42.266,55.774
0.0,55.774
16.158,39
0.0,21.448
1.641,21.471
3.231,21.758
5.155,22.019
6.402,22.454
10.235,23.573
11.82,24.076
14.984,25.179
17.841,26.279
18.143,26.54
20.645,27.537
20.951,27.687
22.518,28.539
23.55,29.03
25.765,30.182
27.174,31.004
27.88,31.452
29.543,32.578
30.493,33.28
31.122,33.783
32.62,35.05
32.92,35.318
34.59,36.99
35.12,37.574
36.061,39.099
36.295,39.413
37.538,40.706
38.39,42.083
38.788,42.787
39.348,43.869
40.349,45.358
40.946,46.89
41.47,48.456
41.926,50.048
42.319,51.661
42.564,52.884
42.514,54.515
42.042,55.774
0.0,55.774
16.18,38
0.0,21.46
4.886,21.755
6.144,22.137
7.362,22.642
10.905,23.571
12.163,24.074
15.326,25.177
18.183,26.277
18.813,26.539
20.987,27.536
21.293,27.686
22.859,28.539
23.891,29.029
26.106,30.181
27.514,31.004
28.22,31.452
29.883,32.578
30.833,33.281
31.461,33.784
32.959,35.051
33.259,35.319
34.928,36.991
35.457,37.575
36.726,39.1
36.96,39.414
37.875,40.707
38.726,42.084
39.124,42.788
39.86,44.237
40.512,45.739
41.09,47.28
41.477,48.457
41.933,50.049
42.325,51.661
42.57,52.884
42.52,54.515
42.048,55.774
0.0,55.774
17.172,47
0.0,5.368
1.019,5.735
1.312,6.234
1.64,6.89
1.968,8.202
1.64,9.514
1.312,10.499
0.656,11.155
0.0,11.552
0.0,20.995
4.979,21.138
5.912,21.479
6.174,21.76
7.422,22.23
9.643,22.917
11.556,23.477
13.137,23.989
16.296,25.104
19.462,26.345
19.774,26.481
21.94,27.489
22.244,27.641
23.805,28.504
24.827,28.999
27.019,30.163
28.411,30.994
29.109,31.446
30.749,32.583
31.684,33.293
32.303,33.8
34.103,35.078
34.397,35.348
36.034,37.03
36.553,37.617
37.795,39.148
38.918,40.758
39.75,42.134
40.686,43.918
41.343,45.404
41.927,46.931
42.439,48.491
42.885,50.076
43.269,51.681
43.307,52.898
43.307,54.521
43.307,55.774
0.0,55.774
18.383,50
0.0,3.684
1.462,4.097
1.956,5.056
2.228,6.028
2.248,6.06
2.256,6.104
2.271,8.165
2.307,9.626
2.018,10.653
1.979,10.877
1.81,11.093
0.0,12.474
0.0,19.397
6.033,20.659
8.313,21.773
8.826,22.004
10.005,22.463
12.772,23.381
14.891,24.118
17.624,25.115
21.499,26.726
24.488,28.239
25.097,28.536
26.815,29.44
27.583,29.859
29.359,30.941
31.227,32.214
32.276,33.006
32.879,33.498
34.246,34.688
34.667,35.073
35.665,36.102
36.582,37.082
36.829,37.365
37.691,38.438
38.242,39.159
38.662,39.766
39.397,40.875
40.25,42.352
41.041,43.902
41.64,45.276
42.15,46.627
42.603,47.993
43.01,49.395
43.307,50.825
43.307,52.267
43.307,53.368
43.307,54.868
43.307,55.774
0.0,55.774
19.59,50
0.0,3.478
1.612,4.1
2.055,5.032
2.16,5.494
2.198,5.559
2.544,6.631
2.902,8.128
2.644,9.737
2.396,10.807
2.336,11.234
2.191,11.474
1.412,13.073
0.0,13.943
0.0,17.572
4.842,18.199
8.49,21.198
8.729,21.348
9.251,21.639
10.164,21.912
10.779,22.286
17.753,24.786
21.654,26.393
25.267,28.185
26.998,29.096
27.779,29.532
29.566,30.621
31.448,31.895
32.522,32.705
33.127,33.198
34.5,34.395
34.936,34.799
35.939,35.835
36.862,36.834
37.109,37.118
37.975,38.207
38.538,38.953
38.955,39.562
39.696,40.694
40.551,42.194
41.342,43.769
41.937,45.149
42.446,46.514
42.898,47.896
43.303,49.313
43.307,50.756
43.307,52.211
43.307,53.321
43.307,54.827
43.307,55.774
0.0,55.774
22.005,58
0.0,2.559
2.24,3.451
3.297,5.24
3.336,5.41
3.413,5.541
3.506,5.733
3.776,6.372
3.93,6.976
4.164,8.054
3.976,9.96
3.806,11.115
3.707,11.949
3.608,12.235
3.571,14.555
3.619,15.382
3.695,16.202
3.881,17.379
5.894,20.049
7.096,20.267
7.33,20.478
7.58,20.677
7.856,20.863
10.07,21.194
10.685,21.488
11.595,21.883
12.78,22.342
17.684,24.127
21.635,25.728
24.673,27.18
25.28,27.483
27.034,28.41
27.842,28.877
28.695,29.41
29.652,29.982
31.563,31.257
32.687,32.104
33.294,32.596
34.681,33.81
35.146,34.25
36.158,35.303
37.096,36.337
37.34,36.624
38.215,37.747
38.8,38.541
39.212,39.154
39.965,40.333
40.826,41.877
41.618,43.502
42.202,44.894
42.709,46.287
43.16,47.702
43.307,49.148
43.307,50.617
43.307,52.098
43.307,53.225
43.307,54.745
43.307,55.774
0.0,55.774
26.834,67
0.0,1.135
2.838,2.479
4.101,3.149
4.61,3.77
4.703,4.101
4.856,4.52
5.0,4.822
5.134,5.489
5.254,5.854
5.465,6.674
5.702,7.906
5.876,9.165
5.984,10.406
6.004,11.144
5.972,11.73
5.794,13.379
5.788,13.758
5.828,14.555
5.923,15.382
5.99,15.8
6.075,16.202
6.308,16.997
6.448,17.379
6.605,17.75
6.78,18.106
6.975,18.443
7.191,18.754
7.311,18.897
7.438,19.032
9.994,19.607
10.593,19.83
10.824,19.891
11.7,20.405
13.229,20.957
15.054,21.797
17.872,22.809
21.598,24.398
24.701,25.768
27.107,27.037
28.295,27.568
28.811,28.117
29.824,28.703
31.456,29.756
31.791,29.981
33.016,30.901
33.956,31.393
35.369,32.639
35.894,33.152
37.253,34.237
38.219,35.344
38.458,35.635
39.351,36.825
39.98,37.718
40.382,38.338
41.159,39.611
42.031,41.245
42.825,42.968
43.307,44.384
43.307,45.835
43.307,47.315
43.307,48.818
43.307,50.339
43.307,51.873
43.307,53.035
43.307,54.581
43.307,55.774
0.0,55.774
41.995,67
0.0,0.292
4.382,0.637
4.92,0.809
5.624,0.968
6.322,1.054
8.599,3.044
8.729,3.296
8.875,3.633
9.252,3.754
9.724,4.5
10.684,6.48
11.091,7.779
11.419,8.942
11.598,9.624
11.725,10.153
12.271,11.19
12.375,11.519
12.54,12.065
12.681,12.508
12.735,12.675
12.907,13.024
13.277,13.735
13.468,14.086
13.534,14.224
13.654,14.423
13.704,14.51
13.759,14.59
13.797,14.634
13.92,14.772
14.49,15.035
15.058,15.285
15.854,15.754
16.346,16.189
16.856,16.504
19.005,17.753
20.699,18.836
24.215,20.595
27.118,21.949
29.569,23.12
30.467,23.568
31.357,24.019
32.612,24.657
34.304,25.597
34.653,25.794
36.289,26.846
36.934,27.287
38.521,28.812
39.487,29.74
40.855,31.302
41.986,32.903
42.189,33.216
43.1,34.883
43.307,36.168
43.307,37.105
43.307,38.675
43.307,40.552
43.307,42.455
43.307,44.002
43.307,45.558
43.307,47.103
43.307,48.673
43.307,50.206
43.307,51.795
43.307,53.034
43.307,54.581
43.307,55.774
0.0,55.774
41.998,60
0.0,0.291
3.39,0.655
3.931,0.829
4.6,1.001
5.261,1.116
7.452,3.11
7.6,3.388
7.749,3.718
7.793,3.827
8.255,4.576
9.196,6.535
9.6,7.83
9.926,8.99
10.104,9.667
10.228,10.192
10.753,11.252
10.858,11.585
11.038,12.158
11.189,12.602
11.245,12.768
11.42,13.119
11.829,13.865
12.03,14.211
12.1,14.346
12.223,14.541
12.275,14.626
12.339,14.711
12.377,14.755
12.502,14.891
12.77,15.164
13.009,15.404
13.483,15.863
13.979,16.291
14.488,16.609
16.33,17.846
18.358,18.926
21.878,20.681
24.78,22.036
27.227,23.21
28.125,23.659
29.01,24.11
30.262,24.752
31.943,25.697
32.291,25.896
33.909,26.951
34.55,27.396
36.126,28.902
37.082,29.836
38.43,31.393
39.543,32.983
39.744,33.297
40.643,34.955
41.21,36.232
41.565,37.165
42.108,38.727
42.682,40.63
43.184,42.513
43.23,44.028
43.307,45.315
0.0,45.315
42.028,58
0.0,0.29
2.743,0.633
3.282,0.804
3.658,0.962
4.028,1.047
5.652,3.041
5.783,3.293
5.928,3.629
5.977,3.75
6.449,4.496
7.411,6.477
7.819,7.776
8.147,8.939
8.327,9.621
8.453,10.15
8.673,11.185
8.777,11.514
8.942,12.06
9.084,12.502
9.137,12.669
9.309,13.017
9.68,13.728
9.871,14.079
9.937,14.216
10.056,14.415
10.106,14.501
10.161,14.581
10.198,14.625
10.322,14.763
10.564,15.025
10.803,15.276
11.271,15.745
11.762,16.18
12.271,16.495
14.091,17.744
16.111,18.828
19.626,20.587
22.529,21.94
24.98,23.111
25.878,23.56
26.767,24.01
28.024,24.648
29.715,25.588
30.065,25.785
31.701,26.837
32.346,27.278
34.262,28.803
35.23,29.733
36.598,31.296
37.729,32.898
37.932,33.211
38.844,34.879
39.418,36.165
39.777,37.102
40.326,38.673
40.874,40.551
43.307,45.315
0.0,45.315
47.236,49
0.0,0.0
3.048,0.0
3.563,0.0
4.006,0.0
4.472,0.0
5.393,0.898
5.937,1.512
6.463,2.278
6.726,2.769
6.9,3.028
7.128,3.297
7.755,4.147
8.262,5.042
8.55,5.675
8.93,6.653
9.979,9.608
10.259,10.265
10.684,11.204
10.842,11.515
11.754,13.005
11.854,13.15
13.245,14.731
13.371,14.846
15.275,16.397
17.658,17.896
17.949,18.068
20.777,19.526
21.416,19.836
27.489,22.636
28.442,23.092
31.245,24.569
33.61,26.095
33.899,26.298
35.524,27.636
35.768,27.847
36.014,28.086
37.199,29.334
37.437,29.603
38.469,30.985
38.672,31.281
39.55,32.754
40.287,34.301
40.902,35.897
41.416,37.556
41.83,39.215
42.172,40.907
42.454,42.609
43.307,45.315
0.0,45.315
47.258,42
0.0,0.0
3.049,0.0
3.564,0.0
4.279,0.0
4.633,0.0
5.939,1.592
6.463,2.328
6.756,2.872
7.021,3.16
7.726,4.092
8.21,4.938
8.613,5.818
8.96,6.723
9.471,8.191
10.071,9.832
10.799,11.422
11.812,13.082
11.932,13.235
13.236,14.705
15.033,16.193
15.345,16.428
17.681,17.899
18.005,18.088
21.154,19.708
28.019,22.875
31.195,24.531
31.368,24.629
33.865,26.258
35.708,27.779
35.854,27.913
37.351,29.499
38.544,31.079
39.565,32.771
40.329,34.383
40.955,36.036
41.519,37.925
41.887,39.457
42.193,41.003
42.447,42.558
42.979,44.314
43.143,45.315
0.0,45.315
68.242,39
0.0,0.0
6.94,0.0
7.851,0.0
8.701,0.0
9.007,0.0
